,601,602,700,701,702,142,143,SPY,QQQ,^RUT,IEI,LQD,GSG,GLD,OIL
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
2017-06-20,343.9,345.87,464.71,281.26,324.48,1436.19,1031.3,216.2064208984375,132.76002502441406,1402.969970703125,110.28742980957031,96.09427642822266,13.40999984741211,118.18000030517578,13.149999618530273
2017-06-21,343.84,345.79,464.75,281.25,324.47,1439.32,1027.93,216.15296936035156,134.0746612548828,1399.25,110.31410217285156,96.1419677734375,13.1899995803833,118.5199966430664,12.854999542236328
2017-06-22,344.04,346.11,465.12,281.27,324.46,1438.22,1015.98,216.0551300048828,134.03651428222656,1404.5400390625,110.3674545288086,96.22142791748047,13.210000038146973,118.91999816894531,13.080400466918945
2017-06-23,,,,,,,,216.31312561035156,134.5509796142578,1414.780029296875,110.39411163330078,96.26911163330078,13.289999961853027,119.43000030517578,13.044099807739258
2017-06-25,344.27,346.41,464.86,281.23,324.48,1442.12,1021.87,,,,,,,,
2017-06-26,344.62,346.77,465.32,281.27,324.49,1444.63,1019.62,216.45550537109375,133.92222595214844,1416.6400146484375,110.43856048583984,96.44385528564453,13.359999656677246,118.36000061035156,13.130000114440918
2017-06-27,344.35,346.4,464.76,281.31,324.46,1438.59,1014.14,214.71168518066406,131.49298095703125,1403.52001953125,110.15406799316406,96.00690460205078,13.5,118.80999755859375,13.398099899291992
2017-06-28,343.88,346.08,464.39,281.25,324.47,1436.23,1012.72,216.63340759277344,133.38873291015625,1425.27001953125,110.21630859375,96.11018371582031,13.619999885559082,118.9000015258789,13.529999732971191
2017-06-29,343.65,345.78,464.15,281.27,324.47,1433.63,1015.32,214.72946166992188,131.07383728027344,1416.199951171875,110.0118408203125,95.81624603271484,13.699999809265137,118.31999969482422,13.592000007629395
2017-06-30,,,,,,,,215.12985229492188,131.12152099609375,1415.3599853515625,109.85184478759766,95.73682403564453,14.020000457763672,118.0199966430664,13.739999771118164
2017-07-02,343.74,345.66,464.0,281.38,324.44,1434.44,1023.05,,,,,,,,
2017-07-03,343.68,345.62,463.77,281.37,324.49,1436.29,1026.23,215.49462890625,129.74012756347656,1426.6800537109375,109.6399917602539,95.52972412109375,14.140000343322754,116.08999633789062,14.225199699401855
2017-07-04,343.86,345.84,463.96,281.42,324.47,1435.68,1028.29,,,,,,,,
2017-07-05,344.04,346.09,464.37,281.41,324.48,1433.19,1030.07,215.99288940429688,131.01669311523438,1420.1500244140625,109.69339752197266,95.68904113769531,13.869999885559082,116.5199966430664,13.600000381469727
2017-07-06,343.82,345.82,463.88,281.4,324.49,1428.36,1026.6,214.01771545410156,129.8354034423828,1400.81005859375,109.61328125,95.44206237792969,13.899999618530273,116.47000122070312,13.949999809265137
2017-07-07,,,,,,,,215.4056396484375,131.23580932617188,1415.8399658203125,109.56877136230469,95.3624267578125,13.720000267028809,115.27999877929688,13.419400215148926
2017-07-09,343.93,345.94,464.05,281.39,324.57,1434.78,1038.61,,,,,,,,
2017-07-10,344.06,346.16,464.46,281.41,324.56,1435.35,1042.81,215.6369171142578,132.09317016601562,1408.469970703125,109.68446350097656,95.52175903320312,13.779999732971191,115.47000122070312,13.416999816894531
2017-07-11,344.4,346.7,464.57,281.42,324.56,1435.93,1036.62,215.47677612304688,132.46469116210938,1413.050048828125,109.79132843017578,95.56155395507812,13.9399995803833,115.62000274658203,13.613699913024902
2017-07-12,344.7,347.23,465.28,281.43,324.57,1442.12,1040.12,217.0960693359375,134.03651428222656,1424.3199462890625,109.98710632324219,95.9837646484375,13.890000343322754,116.02999877929688,13.729999542236328
2017-07-13,344.68,347.2,465.1,281.48,324.62,1456.12,1037.26,217.4608917236328,134.33189392089844,1425.6600341796875,109.90702819824219,95.81648254394531,13.920000076293945,115.81999969482422,13.829999923706055
2017-07-14,,,,,,,,218.47511291503906,135.38931274414062,1428.8199462890625,110.04051971435547,96.03952026367188,14.069999694824219,116.7699966430664,14.0
2017-07-16,345.12,347.91,466.89,281.44,324.69,1459.99,1043.65,,,,,,,,
2017-07-17,345.37,348.22,467.62,281.48,324.73,1456.86,1035.02,218.44839477539062,135.45599365234375,1431.5999755859375,110.0761489868164,96.12712097167969,14.0,117.29000091552734,13.911499977111816
2017-07-18,345.79,348.83,468.65,281.52,324.76,1452.97,1025.9,218.56410217285156,136.36097717285156,1427.6099853515625,110.28086853027344,96.54133605957031,14.050000190734863,118.11000061035156,14.012399673461914
2017-07-19,345.84,348.68,468.31,281.52,324.72,1455.44,1022.21,219.74740600585938,137.1612091064453,1441.77001953125,110.2630386352539,96.50945281982422,14.229999542236328,118.08000183105469,14.210000038146973
2017-07-20,345.73,348.58,468.11,281.51,324.72,1458.12,1019.4,219.8452606201172,137.34219360351562,1442.3499755859375,110.2630386352539,96.59707641601562,14.170000076293945,118.23999786376953,14.116399765014648
2017-07-21,,,,,,,,219.6495361328125,137.2850341796875,1435.8399658203125,110.39653778076172,96.82012939453125,13.9399995803833,119.26000213623047,13.720000267028809
2017-07-23,346.11,348.96,468.67,281.51,324.74,1452.52,1014.69,,,,,,,,
2017-07-24,345.97,348.79,468.71,281.53,324.74,1451.67,1011.85,219.59613037109375,137.91380310058594,1438.050048828125,110.28974914550781,96.7086181640625,13.960000038146973,119.30999755859375,13.923999786376953
2017-07-25,345.69,348.46,468.22,281.52,324.73,1455.23,1017.94,220.1299591064453,137.56129455566406,1450.3900146484375,109.97819519042969,96.13509368896484,14.15999984741211,118.91999816894531,14.36340045928955
2017-07-26,345.75,348.53,468.26,281.54,324.74,1453.64,1016.2,220.13880920410156,138.009033203125,1442.280029296875,110.254150390625,96.4537124633789,14.34000015258789,119.87999725341797,14.564800262451172
2017-07-27,345.93,348.82,468.66,281.59,324.74,1451.48,1015.48,219.93423461914062,137.14219665527344,1433.6199951171875,110.1740493774414,96.21475219726562,14.420000076293945,119.79000091552734,14.662799835205078
2017-07-28,,,,,,,,219.6762237548828,137.02780151367188,1429.260009765625,110.2986068725586,96.46963500976562,14.520000457763672,120.69000244140625,14.829000473022461
2017-07-30,346.37,349.32,469.39,281.59,324.76,1449.62,1009.17,,,,,,,,
2017-07-31,346.42,349.39,469.76,281.61,324.75,1447.14,1008.58,219.5516357421875,136.44674682617188,1425.1400146484375,110.2630386352539,96.46963500976562,14.609999656677246,120.75,14.965900421142578
2017-08-01,,,,,,,,220.04098510742188,136.7611083984375,1428.3299560546875,110.45108032226562,96.81946563720703,14.40999984741211,120.6500015258789,14.609999656677246
2017-08-02,346.78,349.72,470.39,281.57,324.77,1439.23,1002.39,220.1477508544922,137.1326141357422,1412.9000244140625,110.36196899414062,96.66770935058594,14.510000228881836,120.4000015258789,14.826700210571289
2017-08-03,347.25,350.27,470.52,281.64,324.8,1417.24,1007.75,219.72073364257812,136.59913635253906,1405.22998046875,110.53129577636719,96.80351257324219,14.369999885559082,120.58999633789062,14.67549991607666
2017-08-04,,,,,,,,220.12107849121094,136.84683227539062,1412.3199462890625,110.40653228759766,96.42810821533203,14.4399995803833,119.6500015258789,14.835800170898438
2017-08-06,347.37,350.31,470.27,281.63,324.75,1399.42,996.99,,,,,,,,
2017-08-07,347.54,350.48,470.12,281.61,324.75,1398.27,1001.75,220.53030395507812,137.7137451171875,1414.1700439453125,110.43329620361328,96.45206451416016,14.430000305175781,119.51000213623047,14.720000267028809
2017-08-08,347.46,350.46,469.85,281.6,324.77,1392.75,998.67,219.9876251220703,137.4755859375,1410.1500244140625,110.3708724975586,95.98886108398438,14.40999984741211,119.86000061035156,14.720000267028809
2017-08-09,347.39,350.6,470.06,281.58,324.79,1376.87,993.51,219.9786834716797,137.29458618164062,1396.949951171875,110.46891021728516,96.08467102050781,14.489999771118164,121.30999755859375,14.829999923706055
2017-08-10,347.06,350.32,469.98,281.57,324.77,1363.5,984.2,216.87367248535156,134.3509063720703,1372.5400390625,110.67391967773438,96.052734375,14.260000228881836,122.20999908447266,14.829999923706055
2017-08-11,,,,,,,,217.1939239501953,135.37026977539062,1374.22998046875,110.83436584472656,96.22846984863281,14.350000381469727,122.79000091552734,14.449999809265137
2017-08-13,347.28,350.6,470.42,281.58,324.8,1365.96,983.77,,,,,,,,
2017-08-14,346.9,349.99,469.79,281.55,324.76,1388.58,1002.67,219.3470001220703,137.11358642578125,1394.31005859375,110.66498565673828,96.16455841064453,14.119999885559082,121.91999816894531,14.680000305175781
2017-08-15,346.92,349.8,469.34,281.56,324.79,1388.68,1004.89,219.3203582763672,137.2088623046875,1383.239990234375,110.46002197265625,96.052734375,14.119999885559082,120.9800033569336,14.680000305175781
2017-08-16,347.52,350.51,470.65,281.7,324.83,1399.13,1003.0,219.70285034179688,137.447021484375,1383.530029296875,110.60260772705078,96.32429504394531,14.020000457763672,121.87000274658203,14.069999694824219
2017-08-17,347.92,350.84,471.16,281.61,324.85,1394.49,997.77,216.27755737304688,134.63671875,1358.93994140625,110.78976440429688,96.42013549804688,14.0,122.48999786376953,14.069999694824219
2017-08-18,,,,,,,,215.939453125,134.5414276123047,1357.7900390625,110.78976440429688,96.35621643066406,14.289999961853027,122.30000305175781,14.569999694824219
2017-08-20,348.6,351.6,472.05,281.79,324.84,1389.28,997.44,,,,,,,,
2017-08-21,348.89,351.88,472.37,281.65,324.88,1394.77,994.77,216.10848999023438,134.3699951171875,1356.9000244140625,110.8165054321289,96.49201965332031,14.079999923706055,122.76000213623047,14.260000228881836
2017-08-22,348.99,351.99,472.55,281.66,324.92,1407.05,1002.49,218.36834716796875,136.41815185546875,1371.5400390625,110.69174194335938,96.39616394042969,14.130000114440918,122.20999908447266,14.3100004196167
2017-08-23,349.21,352.44,473.35,281.67,324.88,1395.75,1001.02,217.5853729248047,135.93228149414062,1369.739990234375,110.91452026367188,96.76354217529297,14.220000267028809,122.66999816894531,14.3100004196167
2017-08-24,349.4,352.74,473.9,281.63,324.85,1396.08,1004.31,217.07827758789062,135.53219604492188,1373.8800048828125,110.76301574707031,96.57984161376953,14.210000038146973,122.29000091552734,14.3100004196167
2017-08-25,,,,,,,,217.5853729248047,135.2464141845703,1377.449951171875,110.85214233398438,96.80351257324219,14.1899995803833,122.73999786376953,14.3100004196167
2017-08-27,349.62,353.13,474.44,281.62,324.86,1392.01,1007.54,,,,,,,,
2017-08-28,349.5,352.86,474.05,281.6,324.85,1392.42,1012.79,217.59429931640625,135.66555786132812,1382.22998046875,110.92343139648438,96.80351257324219,14.15999984741211,124.69000244140625,14.029999732971191
2017-08-29,349.69,353.18,474.46,281.63,324.87,1381.61,1002.35,217.8434295654297,136.19903564453125,1383.6800537109375,111.074951171875,96.87532806396484,14.130000114440918,124.41999816894531,14.029999732971191
2017-08-30,349.17,352.39,473.54,281.7,324.87,1390.99,1008.75,218.87548828125,137.79946899414062,1391.3199462890625,111.01255798339844,96.95523071289062,14.039999961853027,124.36000061035156,14.095000267028809
2017-08-31,348.77,351.8,472.74,281.69,324.93,1400.94,1014.87,220.19223022460938,139.2760772705078,1405.280029296875,111.1017074584961,97.12295532226562,14.460000038146973,125.81999969482422,14.095000267028809
2017-09-01,,,,,,,,220.50360107421875,139.0855255126953,1413.5699462890625,110.91517639160156,96.73857116699219,14.479999542236328,126.05999755859375,14.460000038146973
2017-09-03,348.84,351.96,473.13,281.76,325.01,1383.91,1005.24,,,,,,,,
2017-09-04,348.78,351.65,472.61,281.76,324.92,1390.55,1013.61,,,,,,,,
2017-09-05,349.15,351.99,472.91,281.76,324.89,1392.31,1020.78,218.91993713378906,137.8376007080078,1399.6600341796875,111.37921142578125,97.33915710449219,14.5600004196167,127.45999908447266,14.460000038146973
2017-09-06,349.27,352.09,473.11,281.77,324.94,1393.31,1014.69,219.66734313964844,138.2567596435547,1402.199951171875,111.12039184570312,96.99478912353516,14.720000267028809,126.80999755859375,14.906000137329102
2017-09-07,349.31,352.06,473.19,281.73,324.92,1388.09,1010.85,219.6405792236328,138.58065795898438,1398.6700439453125,111.50414276123047,97.37116241455078,14.699999809265137,128.1300048828125,14.850000381469727
2017-09-08,,,,,,,,219.38258361816406,137.38034057617188,1399.4300537109375,111.44169616699219,97.08290100097656,14.489999771118164,127.97000122070312,14.850000381469727
2017-09-10,349.34,352.2,473.38,281.75,324.94,1384.87,1014.24,,,,,,,,
2017-09-11,349.37,352.22,473.08,281.73,324.96,1404.03,1021.19,221.72254943847656,138.96168518066406,1414.8299560546875,111.15612030029297,96.78662109375,14.510000228881836,126.19000244140625,14.579999923706055
2017-09-12,349.37,352.16,472.62,281.72,324.94,1412.6,1026.6,222.4698486328125,139.295166015625,1423.4599609375,110.92413330078125,96.68250274658203,14.5600004196167,126.55999755859375,14.680399894714355
2017-09-13,349.53,352.28,472.54,281.7,324.92,1417.91,1030.39,222.5766143798828,139.48565673828125,1426.8900146484375,110.80809020996094,96.58641052246094,14.710000038146973,125.61000061035156,14.819000244140625
2017-09-14,349.8,352.56,473.04,281.77,324.99,1415.46,1032.45,222.50543212890625,138.6663818359375,1425.02001953125,110.80809020996094,96.82666015625,14.710000038146973,126.16000366210938,15.100000381469727
2017-09-15,,,,,,,,222.80496215820312,139.14268493652344,1431.7099609375,110.72779083251953,96.9067153930664,14.779999732971191,125.52999877929688,15.100000381469727
2017-09-17,349.76,352.39,473.89,281.61,325.01,1415.1,1040.65,,,,,,,,
2017-09-18,349.89,352.44,473.46,281.67,324.92,1424.96,1053.02,223.27886962890625,138.96035766601562,1441.0799560546875,110.62960815429688,96.8106460571289,14.779999732971191,124.36000061035156,15.100000381469727
2017-09-19,350.08,352.62,473.24,281.76,324.89,1419.9,1055.13,223.5023956298828,139.19900512695312,1440.4000244140625,110.57608032226562,96.86670684814453,14.720000267028809,124.62000274658203,15.100000381469727
2017-09-20,,,,,,,,223.58285522460938,138.7694091796875,1445.4200439453125,110.35296630859375,96.7466049194336,14.90999984741211,123.62000274658203,15.140000343322754
2017-09-21,,,,,,,,222.98377990722656,137.91970825195312,1444.1800537109375,110.34407806396484,96.7466049194336,14.869999885559082,122.68000030517578,15.170000076293945
2017-09-22,,,,,,,,223.0285186767578,137.78607177734375,1450.780029296875,110.4600830078125,96.87469482421875,14.899999618530273,123.23999786376953,15.170000076293945
2017-09-24,349.7,352.21,472.86,281.73,324.86,1416.52,1051.98,,,,,,,,
2017-09-25,349.49,351.95,472.91,281.69,324.87,1417.2,1047.86,222.572509765625,136.3348388671875,1451.9599609375,110.62068939208984,97.23499298095703,15.119999885559082,124.52999877929688,15.5
2017-09-26,349.44,351.9,472.98,281.67,324.93,1418.2,1044.94,222.70663452148438,136.68807983398438,1456.8599853515625,110.54039764404297,97.21900939941406,15.010000228881836,123.13999938964844,15.40999984741211
2017-09-27,348.93,351.14,472.2,281.67,324.87,1418.85,1043.59,223.57394409179688,137.91970825195312,1484.81005859375,110.31727600097656,96.84269714355469,15.029999732971191,121.9800033569336,15.40999984741211
2017-09-28,348.96,351.23,472.18,281.78,324.94,1421.04,1042.25,223.8421630859375,137.87197875976562,1488.7900390625,110.37977600097656,96.9867935180664,14.989999771118164,122.20999908447266,15.494000434875488
2017-09-29,,,,,,,,224.6289825439453,138.86485290527344,1490.8599853515625,110.2191162109375,97.07489776611328,14.899999618530273,121.58000183105469,15.494000434875488
2017-10-01,349.2,351.47,472.33,281.84,324.93,1427.84,1053.25,,,,,,,,
2017-10-02,349.51,351.97,472.67,281.8,324.9,1429.88,1054.7,225.6035614013672,138.98904418945312,1509.469970703125,110.1547622680664,97.16561126708984,14.729999542236328,120.7699966430664,15.130000114440918
2017-10-03,349.64,351.99,472.45,281.71,324.91,1432.9,1057.64,226.08641052246094,139.28494262695312,1511.969970703125,110.29776763916016,97.38237762451172,14.729999542236328,120.83000183105469,15.130000114440918
2017-10-04,,,,,,,,226.35464477539062,139.41856384277344,1507.760009765625,110.23523712158203,97.32621002197266,14.6899995803833,121.16999816894531,15.130000114440918
2017-10-05,,,,,,,,227.69580078125,140.78384399414062,1512.0899658203125,110.18157196044922,97.18972778320312,14.899999618530273,120.5199966430664,15.130000114440918
2017-10-06,,,,,,,,227.43649291992188,140.97486877441406,1510.219970703125,110.10120391845703,97.10938262939453,14.630000114440918,121.08999633789062,15.130000114440918
2017-10-08,349.71,352.05,472.6,281.74,324.93,1447.18,1064.95,,,,,,,,
2017-10-09,349.84,352.07,472.66,281.71,324.91,1444.89,1065.21,227.06097412109375,140.81253051757812,1503.56005859375,110.17267608642578,97.18972778320312,14.640000343322754,122.08000183105469,14.831000328063965
2017-10-10,349.8,351.96,472.65,281.76,324.92,1441.19,1062.26,227.66001892089844,140.91754150390625,1508.010009765625,110.19052124023438,97.25390625,14.880000114440918,122.4000015258789,14.831000328063965
2017-10-11,,,,,,,,228.01768493652344,141.33761596679688,1506.9200439453125,110.21735382080078,97.20574188232422,14.930000305175781,122.79000091552734,15.260000228881836
2017-10-12,,,,,,,,227.67791748046875,141.07986450195312,1505.1600341796875,110.2530517578125,97.22984313964844,14.859999656677246,122.88999938964844,15.260000228881836
2017-10-13,,,,,,,,227.955078125,141.62403869628906,1502.6600341796875,110.4406967163086,97.61521911621094,15.020000457763672,123.81999969482422,15.300000190734863
2017-10-15,350.05,352.23,473.28,281.75,324.93,1448.82,1067.57,,,,,,,,
2017-10-16,350.31,352.33,473.26,281.7,324.96,1443.29,1060.45,228.25909423828125,142.11094665527344,1502.6800537109375,110.26199340820312,97.47876739501953,15.100000381469727,122.97000122070312,15.300000190734863
2017-10-17,350.32,352.21,472.92,281.71,324.89,1443.68,1068.35,228.42001342773438,142.29234313964844,1497.5,110.2083969116211,97.46265411376953,15.079999923706055,122.12999725341797,15.300000190734863
2017-10-18,350.4,352.03,472.58,281.76,324.95,1447.39,1077.49,228.64358520507812,142.1204833984375,1505.1400146484375,110.07437133789062,97.31819915771484,15.0600004196167,121.66999816894531,15.300000190734863
2017-10-19,350.38,352.21,472.94,281.77,324.95,1435.56,1066.79,228.7061309814453,141.59539794921875,1502.0400390625,110.17267608642578,97.46265411376953,14.930000305175781,122.38999938964844,15.300000190734863
2017-10-20,,,,,,,,229.88636779785156,141.97727966308594,1509.25,109.91351318359375,97.19770812988281,15.010000228881836,121.61000061035156,15.300000190734863
2017-10-22,349.99,351.66,472.2,281.74,324.93,1445.46,1073.91,,,,,,,,
2017-10-23,349.96,351.65,472.39,281.73,324.97,1440.59,1069.34,228.9922637939453,141.0511932373047,1497.489990234375,110.00289154052734,97.29405212402344,15.020000457763672,121.80000305175781,15.369999885559082
2017-10-24,349.76,351.53,472.22,281.72,324.94,1441.73,1063.28,229.39463806152344,141.28990173339844,1500.4200439453125,109.86882019042969,97.0531997680664,15.180000305175781,121.33000183105469,15.489999771118164
2017-10-25,349.41,351.14,471.69,281.74,324.95,1437.58,1060.14,228.25909423828125,140.7552490234375,1493.47998046875,109.80632781982422,96.79627227783203,15.140000343322754,121.3499984741211,15.539999961853027
2017-10-26,349.23,351.03,471.56,281.77,324.96,1438.18,1062.72,228.5541534423828,140.30653381347656,1497.4599609375,109.71694946289062,96.78823852539062,15.239999771118164,120.33000183105469,15.539999961853027
2017-10-27,,,,,,,,230.4228057861328,144.39276123046875,1508.3199462890625,109.9224624633789,97.07728576660156,15.390000343322754,120.9000015258789,15.960000038146973
2017-10-29,349.52,351.33,471.95,281.75,324.98,1442.86,1070.04,,,,,,,,
2017-10-30,349.93,351.83,472.61,281.8,324.97,1441.49,1065.71,229.56455993652344,144.71734619140625,1490.9000244140625,110.11011505126953,97.3984375,15.430000305175781,121.12999725341797,15.960000038146973
2017-10-31,350.34,352.32,473.2,281.74,324.95,1438.61,1069.06,229.9221649169922,145.2615203857422,1502.530029296875,110.01180267333984,97.2619400024414,15.479999542236328,120.66999816894531,16.152599334716797
2017-11-01,350.39,352.28,473.09,281.71,324.95,1442.9,1068.15,230.22613525390625,145.2138214111328,1492.780029296875,110.02523803710938,97.41572570800781,15.479999542236328,121.11000061035156,16.170000076293945
2017-11-02,350.44,352.39,473.32,281.71,325.01,1427.62,1062.24,230.31556701660156,144.93695068359375,1496.550048828125,110.10577392578125,97.39962768554688,15.550000190734863,121.19000244140625,16.219999313354492
2017-11-03,,,,,,,,231.08450317382812,146.33087158203125,1494.9100341796875,110.16838073730469,97.51229858398438,15.710000038146973,120.62000274658203,16.219999313354492
2017-11-05,350.81,352.88,473.85,281.74,324.97,1424.79,1061.56,,,,,,,,
2017-11-06,350.98,353.05,474.31,281.69,325.02,1427.31,1060.51,231.4421844482422,146.82730102539062,1497.9599609375,110.23102569580078,97.53645324707031,16.040000915527344,121.6500015258789,17.079999923706055
2017-11-07,351.2,353.27,474.58,281.72,325.02,1423.36,1060.29,231.2812042236328,146.91322326660156,1479.0899658203125,110.19525909423828,97.4559555053711,15.930000305175781,121.20999908447266,16.979999542236328
2017-11-08,351.28,353.28,474.77,281.77,325.0,1419.14,1060.4,231.6746368408203,147.5051727294922,1481.72998046875,110.11473083496094,97.32715606689453,15.869999885559082,121.62999725341797,16.832000732421875
2017-11-09,351.03,352.96,474.38,281.85,325.01,1417.35,1050.24,230.8341522216797,146.7317657470703,1475.02001953125,110.12364959716797,97.06954956054688,15.899999618530273,122.12999725341797,16.950000762939453
2017-11-10,,,,,,,,230.7626190185547,146.72222900390625,1475.27001953125,109.89998626708984,96.51405334472656,15.859999656677246,121.12999725341797,16.90999984741211
2017-11-12,350.79,352.51,473.75,281.78,324.98,1419.84,1062.38,,,,,,,,
2017-11-13,350.96,352.72,473.98,281.76,325.01,1418.48,1060.69,230.97720336914062,146.90367126464844,1475.0699462890625,109.8105239868164,96.53019714355469,15.800000190734863,121.30999755859375,16.809999465942383
2017-11-14,351.08,352.76,473.83,281.75,325.01,1411.82,1062.74,230.44078063964844,146.36900329589844,1471.260009765625,109.88208770751953,96.55435180664062,15.550000190734863,121.55999755859375,16.440000534057617
2017-11-15,351.31,353.14,474.22,281.77,325.02,1400.05,1059.26,229.28736877441406,145.68162536621094,1464.0899658203125,110.02523803710938,96.96490478515625,15.550000190734863,121.41000366210938,16.457000732421875
2017-11-16,351.3,353.1,473.6,281.75,324.95,1405.6,1065.46,231.2365264892578,147.5433349609375,1486.8800048828125,109.89102935791016,96.85221862792969,15.489999771118164,121.4000015258789,16.381999969482422
2017-11-17,,,,,,,,230.55694580078125,146.9800262451172,1492.8199462890625,109.94467163085938,96.97293090820312,15.729999542236328,122.86000061035156,16.649999618530273
2017-11-19,351.33,353.0,473.67,281.78,324.97,1409.06,1067.69,,,,,,,,
2017-11-20,351.59,353.24,473.66,281.81,324.97,1409.85,1071.33,230.95034790039062,146.865478515625,1503.4000244140625,109.79257202148438,96.97293090820312,15.630000114440918,121.30999755859375,16.649999618530273
2017-11-21,351.8,353.51,473.74,281.82,324.98,1417.31,1078.04,232.46142578125,148.45989990234375,1518.8900146484375,109.70313262939453,97.29495239257812,15.720000267028809,121.51000213623047,16.649999618530273
2017-11-22,351.58,353.26,473.32,281.83,324.99,1417.72,1078.88,232.2558135986328,148.6412353515625,1516.760009765625,109.98944091796875,97.67332458496094,15.859999656677246,122.62999725341797,17.040000915527344
2017-11-23,351.82,353.54,473.75,281.87,325.0,1432.71,1083.95,,,,,,,,
2017-11-24,,,,,,,,232.7922821044922,149.1854248046875,1519.1600341796875,109.9178695678711,97.56063079833984,15.930000305175781,122.31999969482422,17.229999542236328
2017-11-26,351.67,353.32,473.54,281.91,324.96,1440.08,1088.36,,,,,,,,
2017-11-27,351.61,353.11,473.34,281.89,324.95,1435.86,1083.78,232.67604064941406,149.11863708496094,1513.31005859375,109.98047637939453,97.50428009033203,15.869999885559082,122.83000183105469,17.0
2017-11-28,351.85,353.33,473.71,281.85,324.96,1446.67,1084.54,235.03652954101562,149.50051879882812,1536.4300537109375,109.96260833740234,97.64112091064453,15.859999656677246,122.80999755859375,17.049999237060547
2017-11-29,351.59,352.97,473.28,281.9,324.96,1449.28,1083.96,234.8935089111328,146.89410400390625,1542.300048828125,109.80156707763672,97.25469970703125,15.760000228881836,122.04000091552734,16.84000015258789
2017-11-30,351.78,353.25,473.52,281.83,324.96,1455.32,1087.11,236.94993591308594,148.12570190429688,1544.1400146484375,109.60472106933594,97.14199829101562,15.680000305175781,121.0999984741211,17.030000686645508
2017-12-01,,,,,,,,236.45814514160156,147.49563598632812,1537.02001953125,109.766845703125,97.44227600097656,15.869999885559082,121.58999633789062,17.030000686645508
2017-12-03,351.58,352.89,472.93,281.83,324.95,1470.73,1086.24,,,,,,,,
2017-12-04,351.85,353.16,473.34,281.83,324.94,1466.28,1081.44,236.17201232910156,145.79620361328125,1532.4100341796875,109.68626403808594,97.59561157226562,15.649999618530273,121.18000030517578,16.922800064086914
2017-12-05,352.19,353.56,473.62,281.85,324.97,1460.04,1077.27,235.32264709472656,145.89166259765625,1516.760009765625,109.6951675415039,97.7812728881836,15.649999618530273,120.31999969482422,17.040000915527344
2017-12-06,352.21,353.66,473.69,281.86,324.95,1448.41,1067.32,235.3672637939453,146.5504150390625,1508.8800048828125,109.82058715820312,97.9669189453125,15.329999923706055,120.06999969482422,16.469999313354492
2017-12-07,351.88,353.3,473.58,281.9,324.98,1445.68,1066.28,236.1094970703125,147.04689025878906,1520.469970703125,109.72208404541016,97.77320098876953,15.399999618530273,118.48999786376953,16.469999313354492
2017-12-08,,,,,,,,237.39703369140625,147.6961212158203,1521.719970703125,109.73104858398438,97.65213012695312,15.539999961853027,118.4800033569336,16.469999313354492
2017-12-10,351.81,353.24,473.58,281.89,324.92,1454.36,1062.93,,,,,,,,
2017-12-11,351.91,353.42,473.84,281.89,324.98,1460.5,1067.36,238.1123046875,148.8417205810547,1519.8399658203125,109.65042114257812,97.72476959228516,15.609999656677246,118.01000213623047,16.469999313354492
2017-12-12,351.81,353.26,473.55,281.9,324.96,1463.22,1069.22,238.53248596191406,148.6412353515625,1516.1199951171875,109.60560607910156,97.65213012695312,15.489999771118164,118.1500015258789,16.469999313354492
2017-12-13,351.64,353.03,473.73,281.87,324.97,1457.83,1064.76,238.5057373046875,148.9276580810547,1524.449951171875,109.8743667602539,97.99112701416016,15.399999618530273,119.16999816894531,16.469999313354492
2017-12-14,351.65,353.22,474.28,281.92,324.99,1461.34,1065.56,237.53106689453125,148.8226776123047,1506.949951171875,109.78477478027344,98.16875457763672,15.5,118.93000030517578,16.729999542236328
2017-12-15,,,,,,,,239.50912475585938,150.51254272460938,1530.4200439453125,109.71315002441406,98.30595397949219,15.529999732971191,119.18000030517578,16.790000915527344
2017-12-17,351.95,353.68,475.35,281.91,324.97,1465.73,1066.17,,,,,,,,
2017-12-18,352.54,354.14,475.57,281.93,325.01,1473.81,1064.27,241.0279083251953,151.7744598388672,1548.9200439453125,109.66831970214844,98.01536560058594,15.569999694824219,119.7300033569336,16.790000915527344
2017-12-19,352.09,353.59,475.1,281.86,324.96,1473.56,1066.66,240.1022491455078,150.87513732910156,1536.75,109.40852355957031,97.51493072509766,15.630000114440918,119.81999969482422,16.940000534057617
2017-12-20,351.62,353.11,474.66,281.86,324.99,1478.37,1069.45,239.97642517089844,150.7124481201172,1540.0799560546875,109.31893157958984,97.25666046142578,15.75,120.13999938964844,16.940000534057617
2017-12-21,351.81,353.44,474.73,281.87,325.01,1486.94,1069.74,240.47068786621094,150.7316436767578,1547.1099853515625,109.29109954833984,97.51871490478516,15.800000190734863,120.30999755859375,17.06999969482422
2017-12-22,,,,,,,,240.40785217285156,150.55943298339844,1542.9300537109375,109.30906677246094,97.59149169921875,15.850000381469727,120.94000244140625,17.26930046081543
2017-12-24,352.03,353.65,474.91,281.88,324.98,1514.49,1073.75,,,,,,,,
2017-12-25,352.17,353.82,475.19,281.89,324.98,1508.3,1071.65,,,,,,,,
